Episode,Maze_ID,Maze_Size,Steps,Total_Reward,Success,Loss
1477,train_9x9_0262,9,101,-0.53,1,-0.0693
1478,train_9x9_0100,9,168,-2.15,1,-0.0693
1479,train_9x9_0243,9,500,-13.99,0,-0.0693
1480,train_9x9_0057,9,437,-10.4,1,-0.0693
1481,train_9x9_0482,9,207,-3.89,1,-0.0693
1482,train_9x9_0387,9,226,-3.81,1,-0.0693
1483,train_9x9_0202,9,218,-4.61,1,-0.0693
1484,train_9x9_0279,9,500,-12.9,0,-0.0693
1485,train_9x9_0226,9,500,-13.26,0,-0.0693
1486,train_9x9_0139,9,500,-12.91,0,-0.0693
1487,train_9x9_0366,9,500,-12.63,0,-0.0693
1488,train_9x9_0295,9,500,-13.5,0,-0.0693
1489,train_9x9_0195,9,470,-11.18,1,-0.0693
1490,train_9x9_0023,9,27,1.55,1,-0.0693
1491,train_9x9_0117,9,500,-13.44,0,-0.0693
1492,train_9x9_0287,9,426,-9.99,1,-0.0693
1493,train_9x9_0401,9,485,-11.04,1,-0.0693
1494,train_9x9_0432,9,500,-13.91,0,-0.0693
1495,train_9x9_0268,9,500,-13.93,0,-0.0693
1496,train_9x9_0417,9,340,-7.19,1,-0.0693
1497,train_9x9_0405,9,500,-13.66,0,-0.0693
1498,train_9x9_0319,9,448,-10.0,1,-0.0693
1499,train_9x9_0283,9,263,-5.18,1,-0.0693
1500,train_9x9_0291,9,500,-14.19,0,-0.0693
